PERFIL,PROFUNDIDAD_cm,COD_LAB,ARENA_porc,LIMO_porc,ARCILLA_porc,TEXTURA_clase,GRAVILLA_porc,RELACION,pH,Al_meq,SAI_porc,CaCO3,CO_porc,N_total,CIC,Ca,Mg,K,Na,BT,SB_porc,RETENCION_P_porc,INDICE_MELANICO,Fe_ACTIVO_porc,Al_ACTIVO_porc,Mn_ppm,Fe_ppm,Zn_ppm,Cu_ppm,B_ppm,S_ppm,P_DISPONIBLE_ppm,GRAVA_porc,ARENA_perc_2,LIMO_perc_2,ARCILLA_perc_2,TEXTURA_clase_2,pF_0,pF_33,pF_100,pF_500,pF_1500,HUMEDAD_perc,DENS_real_gcm3,DENS_ap_gcm3,MACROPORO_perc,MICROPORO_perc,POROSIDAD_TOT_perc
QS-60,142-158,4-08866,67.6,22.2,10.2,FA,,(1:1),5.4,0.66,30.3,,0.24,,17.2,0.92,0.24,0.17,0.19,1.5,8.8,,,,,,,,,,,14,0,70.75,22.44,6.81,FA,77.84,43.19,37.53,33.34,28.27,14.92,2.63,0.87,29.79,37.13,66.92
QS-61,0-35,4-05672,47.5,44.5,8,F,,(1:1),6.1,,,,1.2,,15.8,5.9,2.4,0.18,0.13,8.6,54.5,,,,,92.5,40.3,1.4,0.18,0.07,1.6,2.8,0,49.93,24.04,26.03,FArA,58.56,27.06,24.38,19.46,16.67,10.4,2.57,1.44,23.65,20.32,43.97
QS-61,35-66,4-05673,42.7,22.7,34.6,FAr,,(1:1),6.2,,,,0.54,,15,6.1,2.7,0.09,0.23,9.1,60.8,,,,,67.4,28.4,1.3,0.18,0.07,1.3,ND,0,47.2,21.63,31.17,FArA,56.67,33.19,31.52,26.21,24.17,9.02,2.55,1.48,17.39,24.57,41.96
QS-61,66-98,4-05674,25.4,24.5,50.1,Ar,,(1:1),6,,,,0.39,,30.1,7.3,4.8,0.1,0.26,12.5,41.4,,,,,18.1,10.6,0.65,0.06,0.09,1.2,4.1,0,25.64,22.29,52.07,Ar,100.21,42.23,40.64,34.77,28.47,13.77,,,,,
QS-61,98-120,4-05675,31.5,26.8,41.7,Ar,,(1:1),5.9,,,,0.37,,25.1,8,5.9,0.1,0.33,14.3,57.1,,,,,18.3,12.9,1,0.13,0.05,ND,2,0,32.34,23.94,43.72,Ar,86.07,39.47,38.19,31.91,26.94,12.53,,,,,
QS-61,120-145,4-05676,32.6,32.5,34.9,FAr,,(1:1),5.4,0.35,0.59,,0.23,,62.4,26.8,31.4,0.36,0.31,58.9,94.3,,,,,4.1,33.3,1,0.83,0.05,1.1,2.6,0,31.71,33.72,34.57,FAr,85.41,52.7,48.87,38.09,29.96,22.74,,,,,
QS-62,0-23,4-05677,51.9,28,20.1,F,,(1:1),5.9,,,,1.5,,13.1,5.3,1.3,0.69,0.09,7.4,56.3,,,,,91.3,153,4.3,2.1,0.19,5.3,26.8,0,54.18,28.57,17.25,FA,49.95,24.49,22.81,18.34,12.15,12.35,2.5,1.35,23.44,22.56,46
QS-62,23-50,4-05678,51.9,26,22.1,FArA,,(1:1),6.4,,,,0.72,,11.3,6.1,1.3,0.47,0.09,8,70.4,,,,,96.4,73.1,2.1,0.83,0.07,2.7,8.4,0,54.08,27.02,18.9,FA,48.23,21.91,19.82,12.36,7.97,13.94,2.52,1.55,21.01,17.48,38.49
QS-62,50-86,4-05679,60.1,23.8,16.1,FA,,(1:1),6.7,,,,0.27,,11.2,7.3,1.8,0.19,0.2,9.5,84.7,,,,,24.5,32.5,2.9,0.37,0.05,4.5,10.6,0,60.26,16.87,22.87,FArA,56.7,38.61,22.07,17.87,12.87,25.74,2.6,1.53,13.13,28.02,41.15
QS-62,86-130,4-05680,55.6,24,20.4,FArA,,(1:1),6.5,,,,0.37,,17.7,6.8,1.9,0.66,0.19,9.6,54,,,,,49.3,31.4,3.1,0.64,0.11,7.9,60.7,0,49.67,19.7,30.63,FArA,77.97,39.08,34.98,31.93,19.14,19.94,2.47,1.1,27.67,27.8,55.47
QS-63,0-30,4-05681,59.8,28.1,12.1,FA,,(1:1),4.4,0.7,33.8,,2.4,,20.6,0.81,0.09,0.35,0.12,1.4,6.7,,,,,11.4,103,1.8,4.6,0.34,12.8,233,0,55.27,28.03,16.7,FA,74.03,35.7,32.92,23.31,18.26,17.44,2.38,1.02,29.59,27.56,57.14
QS-63,30-65,4-05682,63.6,23.8,12.6,FA,,(1:1),5.3,3.4,54.6,,1.3,,15.7,2.1,0.17,0.47,0.09,2.8,18,,,,,5,45.6,0.33,0.86,0.21,4.5,173,0,65.39,21.33,13.28,FA,68.07,24.56,21.64,16.1,12.68,11.88,2.62,1.27,32.93,18.59,51.53
QS-63,65-92,4-05683,67.8,18.2,14,FA,,(1:1),5.8,,,,0.47,,10.3,2.7,0.4,0.26,0.04,3.4,33,,,,,5.1,55.1,0.67,0.71,0.11,5.1,181,0,69.41,17.54,13.05,FA,54.62,20.38,19.22,14.65,10.76,9.62,2.67,1.29,32.4,19.29,51.69
QS-63,92-135,4-05684,73.7,18.4,7.9,FA,,(1:1),5.5,0.7,17.2,,0.33,,12.9,2.6,0.4,0.31,0.07,3.4,26.2,,,,,6.5,38.2,0.81,0.49,0.15,5.4,204,0,70.25,16.24,13.51,FA,61.11,26.84,23.49,17.86,14.77,12.07,2.61,1.28,28.58,22.38,50.96
QS-64,0-24,4-05685,52.2,37.6,10.2,FA,,(1:1),5.7,,,,3.2,,30.6,5,2,0.47,0.08,7.6,24.7,56.48,,0.58,0.94,55,152,3.6,2,0.34,9.6,22.8,0,35.95,34.47,29.58,FAr,109.68,62.69,55.28,36.81,31.61,31.08,2.42,0.8,28.68,38.27,66.94
QS-64,24-42,4-05686,56.5,31.2,12.3,FA,,(1:1),5,0.18,2.8,,2,,25.1,4.6,1.3,0.35,0.09,6.3,25.3,69.42,,0.81,1.05,16,82.9,1.4,0.77,0.16,5.3,15,0,38.91,27.63,33.46,FAr,87.93,47.34,44.69,38.82,27.08,20.26,2.42,0.96,27.85,32.48,60.33
QS-64,42-65,4-05687,60.8,22.8,16.4,FA,,(1:1),5.4,0.47,8.5,,1.3,,25.5,3.3,0.96,0.45,0.34,5.1,19.8,77.12,,0.69,0.84,6.5,40.1,0.39,0.58,0.13,8.1,15.2,0,39.23,34.52,26.25,F,70.72,40.04,38.33,32.36,26.08,13.96,2.56,0.88,28.47,37.15,65.63
QS-64,65-90,4-05688,32.4,26.5,41.1,Ar,,(1:1),5.4,0.49,9.2,,0.67,,23.8,2.9,1.3,0.35,0.26,4.8,20.2,88.06,,0.27,1.97,2.5,7.4,0.35,0.31,0.01,5.7,8.5,0,37.41,17.06,45.53,Ar,84.09,43.68,41.95,36.36,33.85,9.84,2.54,0.95,30.08,32.52,62.6
QS-64,90-130,4-05689,53.3,22.1,24.6,FArA,,(1:1),5.6,,,,0.7,,21.3,2.6,1.4,0.21,0.19,4.4,20.7,,,,,3.7,23.8,0.41,0.25,0.07,3.3,14.6,0,47.01,20.26,32.73,FArA,72,35.2,31.07,26.83,23.23,11.97,2.65,0.84,34.91,33.39,68.3
QS-65,0-4,4-10022,60.9,31.3,7.8,FA*,,(1:2),5.3,0.93,18.9,,9.1,,43.1,2.4,0.62,0.68,0.28,4,9.2,,,,,2.5,328,1.2,2.2,N.D,5.9,7.2,,,,,,188.1,78.6,66.67,50.88,27.75,50.85,2.4,0.77,39.54,28.38,67.92
QS-65,4-15,4-10023,63.4,28.9,7.7,FA*,,(1:1),5.2,1.2,40.1,,5.8,,23.4,0.95,0.29,0.32,0.23,1.8,7.6,,,,,,,,,,,3.3,,,,,,36.82,26.44,25.43,23.41,18.44,8,2.59,1.07,16.54,42.14,58.69
QS-65,15-26,4-10024,NO HABÍA SUFICIENTE MUESTRA,,,,22.5,(1:1),5.1,1.9,61.9,,4.2,,19.9,0.52,0.17,0.26,0.22,1.2,5.9,,,,,,,,,,,2.8,,,,,,63.68,31.35,28.84,23.59,21.47,9.88,,,,,
QS-66,0-29,4-10025,36.5,22.9,40.6,Ar,,(1:1),5.4,0.44,9.7,,1.6,,23.1,2.4,0.93,0.57,0.18,4.1,17.7,,,,,16.4,207,1.8,0.88,0.23,5,3.3,,,,,,47.86,27.11,25.2,20.9,17.57,9.54,2.55,1.34,20.57,26.88,47.45
QS-66,29-76,4-10026,38.4,20.9,40.7,Ar,,(1:1),6,,,,0.87,,22.8,2.2,0.76,0.14,0.18,3.3,14.4,,,,,,,,,,,N.D,,,,,,63.53,31.36,28.42,23.45,22.41,8.95,2.6,1.36,24.15,23.54,47.69
QS-66,76-107,4-10027,49,14.6,36.4,ArA,,(1:1),5.9,,,,0.92,,19.3,1.9,0.93,0.12,0.22,3.2,16.4,,,,,,,,,,,N.D,,,,,,60.4,32.04,26.89,22.01,20.26,11.78,2.59,1.44,20.85,23.55,44.4
QS-66,107-120,4-10028,55.3,12.5,32.2,FArA,,(1:1),5.9,,,,0.69,,20,1.7,0.93,0.16,0.22,3,15.1,,,,,,,,,,,N.D,,,,,,58.75,27.41,23.97,19.66,17.34,10.07,2.61,1.4,24.73,21.63,46.36
QS-67,0-10,4-10013,67.5,24.4,8.1,FA*,,(1:2),4.9,1.8,38.3,,7.5,,37.5,0.87,0.58,0.69,0.76,2.9,7.7,,,,,0.7,353,0.66,0.24,2.8,6.2,8.4,,,,,,112.34,62.79,56.38,36.12,28.66,34.13,2.39,0.53,34.33,43.5,77.82
QS-67,10-15,4-10014,43.7,34.2,22.1,F,,(1:1),5.1,1.7,76.6,,2,,15.3,0.14,0.03,0.1,0.25,0.52,3.4,,,,,,,,,,,4.3,,,,,,41.96,24.94,21.59,10.88,8.32,16.62,,,,,
QS-68,0-10,4-10037,50.1,35.1,14.8,F*,,(1:1),5.2,0.85,25.8,,3.2,,24.7,1.3,0.66,0.3,0.18,2.4,9.9,,,,,1.4,116,0.72,1,0.12,4,0.36,,,,,,94.73,52.79,47.3,31.58,22.91,29.88,2.66,1.03,27.13,34.15,61.28
QS-68,10-20,4-10038,49,36.3,14.7,F*,,(1:1),5.3,0.92,35.4,,2,,16.8,0.9,0.38,0.15,0.25,1.7,10,,,,,,,,,,,N.D.,,,,,,74.63,43.58,36.85,25.9,17.17,26.41,2.76,1.15,24.27,34.06,58.33
QS-68,20-50,4-10039,57.5,27.9,14.6,FA,,(1:1),5.5,0.74,37.6,,0.66,,14.6,0.88,0.13,0.04,0.18,1.2,8.4,,,,,,,,,,,5.6,,,,,,56.16,31.19,27.25,21.07,14.39,16.8,2.77,1.29,23.76,29.67,53.43
QS-68,50-75,4-10040,55.3,34.1,10.6,FA,,(1:1),6,,,,0.22,,9.9,0.96,0.42,0.03,0.57,2,20,,,,,,,,,,,21.9,,,,,,49.54,29.88,24.85,14.11,7.36,22.52,2.72,1.26,21.3,32.37,
QS-68,75-120,4-10041,61.1,28.8,10.1,FA,,(1:1),6.1,,,,0.15,,13.7,2.6,1.7,0.07,0.28,4.7,33.9,,,,,,,,,,,11.1,,,,,,59.53,36.67,32.39,14.03,11.14,25.53,2.75,1.31,20.11,32.26,52.36
QS-69,0-15,4-10019,62.9,29,8.1,FA*,,(1:1),5.4,0.4,14.2,,5.2,,33.1,1.4,0.27,0.6,0.15,2.4,7.3,,,,,3.7,278,0.3,0.6,0.23,N.D,8.7,,,,,,112.23,57.93,49.56,30.45,23.87,34.06,2.37,0.93,29.4,31.36,60.76
QS-69,15-45,4-10020,65.1,26.8,8.1,FA*,,(1:1),5.8,,,,3.1,,26.8,1.4,0.09,0.54,0.13,2.2,8.1,,,,,,,,,,,9.3,,,,,,71.31,41.33,37.09,27.82,22.9,18.43,2.46,1.1,23.24,32.04,55.28
QS-69,45-60,4-10021,69.7,24.3,6,FA,,(1:1),5.9,,,,1.3,,29.5,0.77,0.06,0.81,0.23,1.9,6.3,,,,,,,,,,,17.7,,,,,,70.91,35.71,30.5,23.73,21.17,14.54,2.62,1.16,27.66,28.06,55.73
QS-70,0-6,4-10029,71.7,24.4,3.9,FA*,,(1:1),5.5,0.46,24,,3.6,,20.2,0.62,0.17,0.52,0.15,1.5,7.2,,,,,1.5,160,0.72,1,0.23,1.9,6.6,,,,,,90.71,44.7,36.78,22.76,17.92,26.78,2.47,0.98,30.6,29.73,60.32
QS-70,6-21,4-10030,76.1,18,5.9,AF,,(1:1),5.5,0.3,39.5,,0.84,,16.9,0.1,0.02,0.24,0.1,0.46,2.7,,,,,,,,,,,41.8,,,,,,49.12,29.15,24.03,14.85,11.95,17.2,2.54,0.93,25.77,37.62,63.39
QS-70,21-36,4-10031,86,10.1,3.9,AF,,(1:1),5.5,0.18,40.9,,0.22,,9.1,0.08,0.01,0.07,0.1,0.26,2.9,,,,,,,,,,,72.5,,,,,,60.59,27.07,19.09,12.79,9.27,17.8,,,,,
QS-70,36-60,4-10032,76.7,21.4,1.9,AF,,(1:1),5.6,,,,0.97,,25.6,0.19,0.08,0.3,0.27,0.84,3.3,,,,,,,,,,,N.D,,,,,,127.65,76,71.9,61.42,48.81,27.19,2.36,0.68,28.8,42.38,
QS-70,60-75,4-10033,85.5,12.6,1.9,AF,,(1:1),5.5,0.23,19.7,,0.45,,19.1,0.13,0.07,0.57,0.17,0.94,4.9,,,,,,,,,,,8.1,,,,,,89.96,51.67,48.54,38.53,33.44,18.23,2.62,0.93,27.45,37.05,64.5
QS-70,75-93,4-10034,70.9,16.7,12.4,FA,,(1:1),5.6,,,,0.17,,20.9,0.13,0.04,0.23,0.18,0.58,2.8,,,,,,,,,,,1.8,,,,,,85,49.08,46.13,28.69,25.34,23.74,2.62,0.96,26.77,36.58,63.36
QS-70,93-103,4-10035,73.4,17.9,8.7,FA,,(1:1),5.6,,,,0.22,,14.5,0.1,0.02,0.09,0.12,0.33,2.3,,,,,,,,,,,3,,,,,,85.92,47.05,44.13,31.44,24.71,22.34,2.6,1.11,25.93,31.38,57.31
QS-70,103-120,4-10036,73.3,18,8.7,FA,,(1:1),5.5,0.23,,,0.23,,25.2,0.06,0.02,0.09,0.14,0.31,1.2,,,,,,,,,,,2.8,,,,,,68.19,43.53,40.71,29.87,21.57,21.96,,,,,
QS-71,0-38,4-08915,19.4,33.5,47.1,Ar,,(1:1),5.1,0.12,0.6,,0.9,,28.4,10.6,8,0.06,1.2,19.9,69.9,,,,,0.42,10.5,0.08,1.1,0.08,6.3,2.9,0,16.83,43.14,40.03,ArL,87.45,48.28,44.94,37.73,33.33,14.95,2.31,0.97,25.98,32.03,58.01
QS-71,38-75,4-08916,19.5,33.8,46.7,Ar,,(1:1),7,,,(-),0.43,,29.5,17.5,11.8,0.16,1.3,30.8,SAT,,,,,,,,,,,2.7,0,22.67,42.99,34.34,FAr,90.73,51.03,47.07,35.73,29.77,21.26,2.39,1.13,23.07,29.65,52.72
QS-71,75-120,4-08917,83.5,7.6,8.9,AF,,(1:1),6.6,,,,0.17,,5.2,2.5,1.4,0.06,0.32,4.3,82.3,,,,,,,,,,,12.4,0,84.81,9.1,6.09,AF,35.68,14.03,15.57,11.64,8.18,5.85,2.43,1.1,33.21,21.52,54.73
QS-81,0-23,4-08804,61,30.8,8.2,FA*,,(1:1),5,2.5,62.5,,5.6,,25.1,0.8,0.32,0.2,0.12,1.5,6,,,0.29,1.15,0.08,72,0.72,0.56,0.53,4.5,2.9,0,55.73,33.78,10.49,FA,89.66,50.95,47.13,35.77,33.24,17.71,2.34,0.83,27.86,36.67,64.53
QS-81,23-47,4-08805,69.2,22.7,8.1,FA*,,(1:1),5.3,0.82,56.9,,2,,14.3,0.25,0.14,0.12,0.11,0.62,4.3,,,,,,,,,,,1.7,0,64.69,27.15,8.16,FA,64.82,35.79,31.47,24.23,22.46,13.33,2.61,1.11,25.74,31.73,57.47
QS-81,47-80,4-08806,74.9,16.9,8.2,FA,,(1:1),5.4,0.27,42.2,,0.73,,8.7,0.13,0.07,0.05,0.12,0.37,4.3,,,,,,,,,,,17,0,81.49,14.22,4.29,AF,54.49,34.42,20.98,15.3,14.47,9.95,2.48,1.11,30.48,24.76,55.24
QS-81,80-120,4-08807,86,6.1,7.9,AF,,(1:1),5.6,,,,0.27,,6.6,0.35,0.1,0.08,0.12,0.65,9.8,,,,,,,,,,,123,0,91.08,6.28,2.64,A,53.65,26.52,17.61,11.51,10.68,15.84,,,,,
QS-82,0-20,4-08808,71.1,18.7,10.2,FA*,,(1:1),5.7,,,,3.1,,22.2,7,0.56,0.28,0.16,8,36,,,0.31,1.38,1.6,30.4,1.1,0.72,0.22,2.6,9.3,0,68.38,17.85,13.77,FA,69.69,34.89,31.37,22.74,22.33,12.56,2.55,0.92,36.88,29.85,63.92
QS-82,20-55,4-08809,71.2,20.7,8.1,FA*,,(1:1),5.6,,,,2.9,,19.9,3,0.06,0.11,0.1,3.3,16.4,,,,,,,,,,,6.4,0,70.73,21.27,8,FA,82.45,33.88,29.82,22.42,17.92,15.96,2.54,0.99,31.18,22.89,61.02
QS-82,55-105,4-08810,73.5,16.4,10.1,FA,,(1:1),5.6,,,,0.63,,12.9,0.8,0.02,0.04,0.11,0.97,7.5,,,,,,,,,,,7.5,0,74.05,17.9,8.05,FA,60.67,23.94,21.06,16.21,13.47,10.47,2.62,1.1,35.12,22.89,58.02
QS-82,105-120,4-08811,86.1,8,5.9,FA,,(1:1),5.8,,,,0.07,,6.6,0.23,0.03,0.04,0.11,0.41,6.2,,,,,,,,,,,88.9,,,,,,44.7,14.25,10.08,6.27,5.81,8.44,,,,,
QS-83,0-25,4-08812,42.6,45.2,12.2,F*,17.2,(1:1),4.7,7.3,92.3,,2.1,,24,0.21,0.12,0.11,0.17,0.61,2.5,,,,,7.3,18.5,0.92,1,0.11,2.7,1.7,0,45.66,46.03,8.31,F,71.09,48.05,41,22.84,20.45,27.6,,,,,
QS-83,25-50,4-08813,70.6,21.1,8.3,FA*,,(1:1),5,0.46,53.5,,2.4,,21.4,0.11,0.08,0.09,0.12,0.4,1.9,,,,,,,,,,,2.7,0,73.51,22.36,4.13,FA,107.88,61.47,51.3,38.63,36.67,24.8,2.3,0.59,31.98,42.36,74.35
QS-83,50-80,4-08814,77.7,16.1,6.2,AF*,,(1:1),5.7,,,,1.1,,20.4,0.27,0.04,0.04,0.15,0.5,2.5,,,,,,,,,,,2.7,0,76.76,21.57,1.67,AF,92.46,55.24,46.85,37.47,34.69,20.55,,,,,
QS-83,80-120,4-08815,44.4,32.7,22.9,F*,,(1:1),5.6,,,,0.45,,22.4,0.26,0.41,0.04,0.15,0.86,3.8,,,,,,,,,,,3.3,0,36.14,45.9,17.96,F,70.53,39.03,32.71,24.31,21.38,17.65,,,,,
QS-89,0-37,4-10042,44.6,28.9,26.5,FA,,(1:1),5.4,0.41,10.7,,1.3,,21.2,2.5,0.62,0.14,0.15,3.4,16.1,,,,,2,119,0.4,0.16,0.1,1.9,1.3,,,,,,61.85,31.35,30.47,24.22,20.73,10.62,2.6,1.29,24.85,25.54,50.38
QS-89,37-85,4-10043,50.9,20,29.1,FArA,,(1:1),5.7,,,,0.82,,16.5,2,0.76,0.13,0.18,3.1,18.6,,,,,,,,,,,N.D,,,,,,58.19,26.72,24.56,19.73,17.21,9.51,2.67,1.42,25.32,21.5,46.82
QS-89,85-120,4-10044,25.8,34.6,39.6,FAr,,(1:1),5.7,,,,0.28,,15.8,2.1,1.2,0.07,0.24,3.6,22.8,,,,,,,,,,,N.D,,,,,,56.44,34.26,30.14,26.67,23.54,10.72,2.67,1.37,19.13,29.56,48.69
QS-91,0-35,4-08840,70.9,22.4,6.7,FA*,,(1:1),5.6,,,,5.5,,20.2,2.1,0.49,0.72,0.1,3.4,16.9,,,0.56,1.63,2.8,62.3,1.9,1.6,0.35,0.55,7.9,0,58.16,33.68,8.16,FA,111.01,61.75,49.36,34.64,34.05,27.7,2.45,0.99,26.44,33.15,59.59
QS-91,35-67,4-08841,73.5,19.9,6.6,FA,,(1:1),5.5,0.85,54.1,,1.7,,13.5,0.3,0.05,0.3,0.07,0.72,5.3,,,,,,,,,,,7.3,0,72.39,24.34,3.27,FA,72.98,40.32,33.08,24.62,22.27,18.05,2.61,1.03,27.09,33.45,60.54
QS-91,67-110,4-08842,88.1,5.4,6.5,AF,,(1:1),5.5,0.45,47.4,,0.52,,9,0.22,0.02,0.19,0.07,0.5,5.6,,,,,,,,,,,58.7,0,90.44,7.52,2.04,A,53.31,20.95,15.87,10.46,8.57,12.38,,,,,
QS-91,110-125,4-08843,67.4,24,8.6,FA,,(1:1),5.4,0.29,42,,0.98,,11.7,0.13,0.02,0.18,0.07,0.4,3.4,,,,,,,,,,,12.8,0,74.92,23.18,1.9,AF,63.75,37.36,30.75,24.16,23.63,13.73,2.57,1.01,25.13,35.57,60.7
QS-92,0-30,4-08855,63.9,22.6,13.5,FA*,,(1:1),6,,,,2.3,,21.3,3.8,0.12,0.14,0.14,4.2,19.7,,,0.49,1.28,5.2,26.6,0.18,0.96,0.17,0.86,7.3,0,66.46,24.27,9.27,FA,67.07,28.41,26.29,22.1,15.78,12.63,2.49,1.01,34.26,25.18,59.44
QS-92,30-83,4-08856,63.9,22.6,13.5,FA*,,(1:1),6,,,,2.4,,16.6,3.9,0.12,0.14,0.14,4.3,25.9,,,,,,,,,,,7.7,0,64.84,22.74,12.42,FA,67.08,27.91,26.06,22.14,15.5,12.41,2.58,1.02,35.31,25.16,60.47
QS-92,83-95,4-08857,78.5,12.2,9.3,FA,,(1:1),6,,,,0.84,,8.9,1.4,0.06,0.07,0.12,1.7,18.5,,,,,,,,,,,65.8,0,79.67,14.24,6.09,AF,48.93,19.63,16.63,14.03,10.87,8.76,,,,,
QS-92,95-125,4-08858,86.7,6,7.3,AF,,(1:1),5.8,,,,0.24,,6.4,0.4,0.02,0.04,0.08,0.54,8.4,,,,,,,,,,,241,0,92.27,7.47,0.26,A,42.43,11.47,9.87,,6.47,5,,,,,
QS-93,0-10,4-10015,65.7,26.3,8,FA*,,(1:1),5.1,2.6,46.8,,5.2,,20.5,1.1,0.62,0.98,0.26,3,14.4,,,,,0.42,255,2,0.02,0.43,3.9,6.3,,,,,,94.4,37.55,34.81,18.91,17.41,20.14,2.4,0.78,40.65,26.85,67.5
QS-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS-94,0-23,4-10016,44.8,26.6,28.6,FAr,,(1:1),5.4,0.65,12.4,,2.6,,27,2.2,1.4,0.87,0.12,4.6,17,,,,,0.38,29,0.2,0.24,0.06,3.1,N.D,,,,,,77.32,34.84,31.84,25.19,23.39,11.45,2.5,1.14,29.89,24.51,54.4
QS-94,23-92,4-10017,20,43.1,36.9,FArL,,(1:1),5.2,5.6,49.5,,0.45,,21.1,1.8,3.4,0.28,0.24,5.7,27.1,,,,,,,,,,,N.D,,,,,,93.01,38.86,37.31,27.5,24.49,14.37,2.63,1.32,29,20.81,49.81
QS-94,92-114,4-10018,22.5,47,30.5,FAr,,(1:1),5.8,,,,0.13,,18.9,1.3,1.7,0.14,0.3,3.4,18.2,,,,,,,,,,,N.D,,,,,,70.38,39.49,38.88,29.37,22.77,16.72,2.7,1.17,24.87,31.8,56.67
QS-121,0-20,4-08494,62.7,29.2,8.1,FA,,(1:2),5.5,3.4,20.4,,8.8,,33.5,12.3,0.8,0.1,0.07,13.3,39.6,71.81,1.732,1.39,1.56,1,395,4.9,1.4,0.73,1.4,6.1,0,30.11,50.73,19.16,FL,107.45,75.41,64.64,44.64,38.42,36.99,2.24,0.61,21.7,51.07,72.77
QS-121,20-32,4-08495,55.2,32.7,12.1,FA,,(1:1),6.1,,,,3.6,,18.1,6.6,0.5,0.13,0.09,7.3,40.4,59.99,1.541,1.23,1.5,,,,,,,9.5,16.73,40.25,42.97,16.78,F,99.12,59.6,50.85,38,27.61,31.99,2.41,0.73,27.79,41.92,69.71
QS-122,0-26,4-0496,70.3,21.4,8.3,FA,,(1:2),4.5,10,94.3,,21,,55.1,0.34,0.07,0.12,0.08,0.61,1.1,91.07,,0.63,1.87,1.1,341,1.2,0.04,0.75,1,2.5,0,35.05,54.36,10.59,FL,314.73,176.11,154.42,104.35,89.61,86.5,1.89,0.33,36.35,46.19,82.54
QS-122,26-38,4-0497,75.2,18.8,6,FA,,(1:2),5.1,3.4,84.8,,9.6,,28.1,0.32,0.07,0.15,0.07,0.61,2.2,98.41,,0.66,1.71,,,,,,,0.31,0,58.47,31.35,10.18,FA,210.8,145.09,120.43,84.04,64.25,80.84,2.24,0.42,25.33,55.92,81.25
QS-122,38-77,4-0498,51.9,35.1,13,F,,(1:2),5,5.8,90.5,,19.8,,53.6,0.29,0.04,0.18,0.1,0.61,1.1,97.33,,1.09,1.7,,,,,,,0.08,0,11.14,56.12,32.74,FArL,322.9,219.92,194.67,136.09,109.45,110.47,1.94,0.31,26.8,57.22,84.02
QS-123,0-27,4-08499,62.1,29.6,8.3,FA,,(1:2),5.1,3,55.7,,10.6,,38.9,1.4,0.73,0.16,0.1,2.4,6.1,,1.933,0.57,1.6,0.9,267,1.1,2.3,0.83,9.8,7.4,0,34.66,45.84,19.5,F,156.92,105.11,88.97,66.14,51.39,53.72,2.29,0.69,23.07,46.8,69.87
QS-123,27-88,4-08500,68.6,23.2,8.2,FA,,(1:1),5.2,0.85,54.8,,4.2,,30.2,0.36,0.09,0.16,0.09,0.7,2.3,92.06,,0.73,1.85,,,,,,,2.9,0,48.57,28.82,22.61,F,110.22,70.46,67.4,56.22,47.66,22.8,2.34,0.71,25.13,44.53,69.66
QS-123,88-108,4-08501,68,23.6,8.4,FA,,(1:1),5.4,0.44,42.3,,4.3,,31.5,0.26,0.05,0.18,0.11,0.6,1.9,,,,,,,,,,,1,0,41.76,31.38,26.86,F,123.15,80.35,74.48,64.9,48.94,31.41,2.47,0.8,23.5,44.11,67.61
QS-123,108-120,4-08502,66.2,25.5,8.3,FA,,(1:1),5.4,0.35,37.2,,2.3,,28.2,0.22,0.12,0.16,0.09,0.59,2.1,,,,,,,,,,,7.2,0,44.97,36.73,18.3,F,118.12,73.14,68.52,52.88,44.92,28.22,2.47,0.88,24.51,39.86,64.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
